athlete_id,event_id,team_id,game_datetime_utc,min_l5,pts_l5,fgm_l5,fga_l5,tpm_l5,tpa_l5,ftm_l5,fta_l5,orb_l5,drb_l5,reb_l5,ast_l5,stl_l5,blk_l5,tov_l5,pf_l5,plus_minus_l5,efg_pct_l5,ts_pct_l5,fg_pct_l5,three_pct_l5,ft_pct_l5,usage_rate_l5,ast_tov_ratio_l5,pts_per_fga_l5,floor_pct_l5,pts_starter_l5,pts_bench_l5,min_starter_l5,min_bench_l5,efg_pct_starter_l5,efg_pct_bench_l5,usage_rate_starter_l5,usage_rate_bench_l5,pipeline_run_id
4432737,401827695,12,2026-02-21T20:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4432737,401827700,12,2026-02-25T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,37.5,,40.4,,,,22422064512
4432739,401830306,93,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4432749,401829318,23,2026-02-18T03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4432749,401823831,23,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4432749,401820573,23,2026-02-25T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,33.0,,63.35,,,,22422064512
4432897,401828434,2184,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4432897,401828439,2184,2026-02-21T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4432897,401828445,2184,2026-02-26T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,12.5,,,,,22422064512
4432899,401823268,2463,2026-02-20T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4432899,401823269,2463,2026-02-22T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433001,401830305,339,2026-02-19T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433001,401830309,339,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433138,401825524,130,2026-02-17T23:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433138,401817238,130,2026-02-21T23:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433138,401825537,130,2026-02-25T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,17.0,,31.25,,,,22422064512
4433185,401804935,2623,2026-02-19T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433185,401804943,2623,2026-02-21T20:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433208,401829250,2539,2026-02-19T04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433231,401812072,2261,2026-02-20T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433231,401812078,2261,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433273,401808885,2377,2026-02-17T00:40Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433273,401808886,2377,2026-02-22T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433273,401808887,2377,2026-02-24T00:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,24.5,,45.0,,,,22422064512
4433275,401828244,249,2026-02-26T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433285,401808246,142,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433285,401808249,142,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433285,401808257,142,2026-02-25T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,37.5,,49.3,,,,22422064512
4433286,401830305,339,2026-02-19T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433286,401830309,339,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433340,401808241,2579,2026-02-18T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433340,401808254,2579,2026-02-21T18:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433512,401828433,2244,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433512,401828446,2244,2026-02-26T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433560,401813369,2099,2026-02-21T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433560,401813370,2099,2026-02-22T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433577,401830242,2169,2026-02-17T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433577,401828715,2169,2026-02-21T22:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433589,401829410,322,2026-02-26T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433596,401827691,277,2026-02-19T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433596,401827697,277,2026-02-21T22:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433596,401827702,277,2026-02-25T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,26.5,,66.45,,,22422064512
4433600,401823782,2253,2026-02-18T03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433600,401823803,2253,2026-02-22T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433606,401829253,2547,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433606,401829257,2547,2026-02-22T03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433611,401808639,6,2026-02-17T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433611,401808680,6,2026-02-20T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433611,401808685,6,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,22.0,,75.0,,,,22422064512
4433615,401808519,147,2026-02-20T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433615,401808498,147,2026-02-21T23:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433616,401808261,238,2026-02-26T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433625,401808246,238,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433625,401808255,238,2026-02-21T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4433625,401808261,238,2026-02-26T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,23.5,,42.85,,,,22422064512
4565698,401822949,2599,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4565698,401822952,2599,2026-02-21T17:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4565698,401822959,2599,2026-02-26T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,32.0,,60.35,,,,22422064512
4567588,401827687,2116,2026-02-18T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4567588,401827699,2116,2026-02-22T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4567588,401827701,2116,2026-02-25T04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,15.0,,73.75,,,22422064512
4575837,401807748,526,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4575837,401807752,526,2026-02-21T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4576062,401808247,201,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4576062,401808256,201,2026-02-22T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4576062,401808262,201,2026-02-25T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,30.5,,66.65,,,,22422064512
4585590,401820752,152,2026-02-18T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4585602,401808973,357,2026-02-17T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4585602,401808886,357,2026-02-22T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4585602,401808965,357,2026-02-24T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,20.0,,56.25,,,,22422064512
4586322,401808483,2502,2026-02-20T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4586322,401808467,2502,2026-02-21T22:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4589481,401820749,97,2026-02-18T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4589481,401820756,97,2026-02-21T19:15Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4589481,401820762,97,2026-02-24T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,5.0,,,,,22422064512
4590359,401818424,2571,2026-02-19T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4590359,401818428,2571,2026-02-21T20:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4590362,401823851,2612,2026-02-21T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4590362,401813431,2612,2026-02-22T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4591258,401805201,2856,2026-02-20T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4592217,401829254,2351,2026-02-21T23:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4592404,401814570,2199,2026-02-17T23:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4592404,401814577,2199,2026-02-21T22:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4592404,401814583,2199,2026-02-24T23:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,28.5,,45.0,,,,22422064512
4592477,401830242,2169,2026-02-17T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4592477,401828715,2169,2026-02-21T22:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4592677,401825520,158,2026-02-18T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4592677,401825531,158,2026-02-21T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4592677,401825541,158,2026-02-26T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,30.0,,40.0,,,,22422064512
4593474,401808684,2572,2026-02-21T20:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4593474,401808690,2572,2026-02-25T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4593739,401814571,2309,2026-02-18T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4593739,401814581,2309,2026-02-25T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4593815,401808248,245,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4593815,401808256,245,2026-02-22T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4593883,401823268,2540,2026-02-20T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4593883,401809149,2540,2026-02-22T03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4596531,401806493,2634,2026-02-20T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4596531,401806501,2634,2026-02-21T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4596711,401830306,93,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4596711,401830309,93,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4598611,401827696,2132,2026-02-21T18:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4598611,401827704,2132,2026-02-25T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4609653,401830308,79,2026-02-19T00:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4609653,401830310,79,2026-02-21T23:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4610012,401825521,26,2026-02-18T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4610012,401825532,26,2026-02-22T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4610012,401825539,26,2026-02-25T04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,24.5,,74.05,,,,22422064512
4610138,401825521,127,2026-02-18T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4610138,401825534,127,2026-02-22T18:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4610140,401804937,2393,2026-02-19T00:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4610140,401804944,2393,2026-02-21T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4611412,401828237,58,2026-02-20T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4611534,401808247,201,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4611534,401808256,201,2026-02-22T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4611534,401808262,201,2026-02-25T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,18.5,,75.0,,,22422064512
4612709,401823952,2272,2026-02-20T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4612709,401823957,2272,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4682856,401823953,2737,2026-02-19T23:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4682856,401823957,2737,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683134,401808242,344,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683134,401808254,344,2026-02-21T18:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683146,401808248,245,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683146,401808256,245,2026-02-22T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683147,401829250,2250,2026-02-19T04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683147,401829255,2250,2026-02-22T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683629,401820764,103,2026-02-25T23:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683675,401820757,221,2026-02-21T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683676,401814568,2711,2026-02-18T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683676,401814579,2711,2026-02-21T22:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683676,401814585,2711,2026-02-25T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,27.5,,31.65,,,,22422064512
4683680,401828232,5,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683680,401828240,5,2026-02-22T17:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683682,401808248,245,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683682,401808256,245,2026-02-22T01:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683697,401820747,183,2026-02-17T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683697,401820759,183,2026-02-21T18:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683734,401807746,2046,2026-02-20T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683734,401807751,2046,2026-02-22T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683741,401812159,2803,2026-02-19T23:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683748,401818425,198,2026-02-19T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683748,401818429,198,2026-02-22T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683755,401830306,93,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683755,401830309,93,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683756,401808242,2,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683756,401808250,2,2026-02-22T01:38Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683756,401808262,2,2026-02-25T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,28.0,,41.1,,,,22422064512
4683757,401820750,59,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683757,401820756,59,2026-02-21T19:15Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683758,401820750,258,2026-02-19T02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683758,401820760,258,2026-02-21T19:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683758,401820763,258,2026-02-25T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,18.5,,68.65,,,,22422064512
4683761,401828235,2226,2026-02-19T01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683761,401828241,2226,2026-02-22T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683763,401808254,2579,2026-02-21T18:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683763,401808260,2579,2026-02-25T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683765,401814571,2309,2026-02-18T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683765,401814581,2309,2026-02-25T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683767,401829250,2539,2026-02-19T04:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683767,401829259,2539,2026-02-22T03:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683768,401807748,294,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683768,401807751,294,2026-02-22T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683769,401825523,2483,2026-02-18T03:45Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683769,401825533,2483,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683770,401825538,164,2026-02-24T23:30Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683777,401808244,8,2026-02-19T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683777,401808249,8,2026-02-21T21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
4683781,401820749,2567,2026-02-18T00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22422064512
